,index,smiles,ic50_value
4192,4323,CC(C)c1noc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,100.0
4193,4324,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)C3)n1,100.0
4194,4325,C[C@@H]1c2nnc(-c3ncns3)n2CCN1C(=O)c1ccc(F)cc1,
4195,4326,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)C3(C)C)n1,100.0
4196,4327,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(Cl)cc2)[C@@H]3C)n1,100.0
4197,4328,C[C@@H]1c2nnc(-c3nc(C(F)(F)F)ns3)n2CCN1C(=O)c1ccc(F)cc1,100.0
4198,4329,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccccc2)[C@@H]3C)n1,31.0
4199,4330,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3CCO)n1,100.0
4200,4331,CC(C)c1nc(C(=O)NCC2CCN(CC3CCOCC3)CC2)c2ccccn12,25.5
4201,4332,COCCCN1CCC(CNC(=O)c2nc(C(C)C)n3ccccc23)CC1,27.2
4202,4333,CC(C)c1nc(C(=O)NC2CCN(C(C)C)CC2)c2ccccn12,0.2
4203,4334,CC(C)c1nc(C(=O)NC2CCN(CC3CC3)CC2)c2ccccn12,20.0
4204,4335,COCCCN1CCC(NC(=O)c2nc(C(C)C)n3ccccc23)CC1,16.3
4205,4336,CC(C)c1nc(C(=O)NC2CCN(C3CCOCC3)CC2)c2ccccn12,
4206,4337,CC(C)c1nc(C(=O)NC2CCN(CC3(O)CCOCC3)CC2)c2ccccn12,
4207,4338,CC(C)c1nc(C(=O)NC2CCN(CCF)CC2)c2ccccn12,27.3
4208,4339,COCCCN1C[C@@H]2[C@@H](CNC(=O)c3nc(C(C)C)n4ccccc34)[C@@H]2C1,0.0
4209,4340,CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(C(C)C)C[C@@H]23)c2ccccn12,
4210,4341,CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(CC4CCOCC4)C[C@@H]23)c2ccccn12,41.4
4211,4342,COC(=O)N1CCC(CN2C[C@@H]3[C@@H](CNC(=O)c4nc(C(C)C)n5ccccc45)[C@@H]3C2)CC1,54.3
4212,4343,CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(CC(C)(C)F)C[C@@H]23)c2ccccn12,44.7
4213,4344,CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(CC(C)(C)O)C[C@@H]23)c2ccccn12,18.9
4214,4345,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncccc3C#N)C[C@H]2C1=O,30.0
4215,4347,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F,30.0
4216,4348,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)c(F)cc3F)C2)nc(C)c1F,20.0
4217,4349,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3c(F)cccc3F)C2)nc(C)c1F,20.0
4218,4350,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C)c1F,30.0
4219,4351,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3F)C2)nc(C)c1F,30.0
4220,4352,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C)c1F,34.1
4221,4353,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3c(F)cc(F)c(F)c3F)C2)nc(C)c1F,30.0
4222,4354,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3c(F)ccc(F)c3F)C2)nc(C)c1F,20.0
4223,4355,COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3F)C2)nc(C)c1F,30.0
4224,4356,COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F,2.0
4225,4357,COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(C#N)s3)C2)nc(C)c1F,24.0
4226,4358,COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(Cl)s3)C2)nc(C)c1F,18.0
4227,4359,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,1.0
4228,4360,Cc1nn(C2CCNCC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,4.8
4229,4361,CC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c2C)CC1,10.0
4230,4362,Cc1nn(C2CCN(CCO)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,10.0
4231,4363,CNC(=O)CN1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c2C)CC1,10.0
4232,4364,Cc1nn(C2CCN(CC(=O)N(C)C)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,10.0
4233,4365,Cc1nn(C2CCN(C(=O)CO)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,10.0
4234,4366,COCC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c2C)CC1,10.0
4235,4367,Cc1nn(C2CCN(C(=O)[C@H](C)O)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,10.0
4236,4368,Cc1nn(C2CCN(C(=O)[C@@H](C)O)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,21.0
4237,4369,Cc1nn(C2CCN(C(=O)CN)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,0.5
4238,4370,Cc1nn(C2CCN(C(=O)[C@H](C)N)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,0.30000000000000004
4239,4371,Cc1nn(C2CCN(C(=O)[C@@H](C)N)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,1.0
4240,4372,CNCC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c2C)CC1,3.8
4241,4373,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,136.0
4242,4374,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,133.0
4243,4375,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,146.0
4244,4376,Cn1ccnc1S(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,145.0
4245,4377,CC(C)S(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,198.0
4246,4378,CCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,162.0
4247,4379,O=S(=O)(C1CC1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,185.0
4248,4380,O=S(=O)(C1CCOCC1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,226.0
4249,4381,O=S(=O)(N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1)C(F)(F)F,336.0
4250,4382,N#CCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,153.0
4251,4383,O=S(=O)(c1cccs1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,87.0
4252,4384,COCCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,185.0
4253,4385,O=S(=O)(C(F)F)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,99.0
4254,4386,CS(=O)(=O)CS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,151.0
4255,4387,CS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,158.0
4256,4388,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,100.0
4257,4389,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,
4258,4390,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c(O)c1,
4259,4391,COc1ccc(C(=O)/C=C/c2c(OC)cccc2OC)c(O)c1,
4260,4392,COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(O)c1,
4261,4393,COc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,
4262,4394,COc1cccc(/C=C/C(=O)c2ccccc2O)c1,
4263,4395,COc1cccc(/C=C/C(=O)c2cc(OC)ccc2O)c1,
4264,4396,COc1ccc(O)c(C(=O)/C=C/c2ccc(OC)c(OC)c2)c1,
4265,4397,COc1cccc(/C=C/C(=O)c2cc(OC)c(OC)cc2O)c1,27.4
4266,4398,COc1ccc(O)c(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c1,
4267,4399,COc1ccc(/C=C/C(=O)c2cc(OC)ccc2O)cc1,
4268,4400,COc1ccc(O)c(C(=O)/C=C/c2c(OC)cccc2OC)c1,
4269,4401,COc1cc(O)c(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1OC,
4270,4403,O=C(/C=C/c1cccc2ccccc12)c1ccncc1,20.0
4271,4404,COc1ccc(/C=C/C(=O)c2ccncc2)cc1,20.0
4272,4405,COc1ccc(/C=C/C(=O)c2ccncc2)c(OC)c1OC,20.0
4273,4406,COc1ccc(/C=C/C(=O)c2ccncc2)cc1OC,20.0
4274,4407,CCOc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1OC,20.0
4275,4408,COc1ccccc1/C=C/C(=O)c1ccncc1,20.0
4276,4409,CCOc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1OCC,20.0
4277,4410,O=C(/C=C/c1ccc2c(c1)OCO2)c1ccncc1,20.0
4278,4411,CCOc1cc(/C=C/C(=O)c2ccncc2)cc(OCC)c1OCC,20.0
4279,4412,COc1cccc(/C=C/C(=O)c2ccncc2)c1,20.0
4280,4413,CCOc1c(OC)cc(/C=C/C(=O)c2ccncc2)cc1OC,20.0
4281,4414,COc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1,20.0
4282,4415,COc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1OC,20.0
4283,4416,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,10.0
4284,4417,O=C(/C=C/c1cccc2ccccc12)c1ccncc1,10.0
4285,4418,COc1ccc(/C=C/C(=O)c2ccncc2)cc1,10.0
4286,4419,COc1ccc(/C=C/C(=O)c2ccncc2)c(OC)c1OC,10.0
4287,4420,COc1ccc(/C=C/C(=O)c2ccncc2)cc1OC,10.0
4288,4421,CCOc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1OC,10.0
4289,4422,COc1ccccc1/C=C/C(=O)c1ccncc1,10.0
4290,4423,CCOc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1OCC,10.0
4291,4424,O=C(/C=C/c1ccc2c(c1)OCO2)c1ccncc1,10.0
4292,4425,CCOc1cc(/C=C/C(=O)c2ccncc2)cc(OCC)c1OCC,10.0
4293,4426,COc1cccc(/C=C/C(=O)c2ccncc2)c1,10.0
4294,4427,CCOc1c(OC)cc(/C=C/C(=O)c2ccncc2)cc1OC,10.0
4295,4428,COc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1,10.0
4296,4429,COc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1OC,10.0
4297,4430,CCCCNc1nc(N)nc2cccc(C(=O)N[C@H](C)c3ccccc3)c12,10.0
4298,4431,CCCCNc1nc(N)nc2cccc(C(=O)N[C@@H](C)c3cccc(OC)c3)c12,
4299,4432,CCCCNc1nc(N)nc2cccc(OCc3nccc(OC)c3OC)c12,9.9
4300,4433,CCCCNc1nc(N)nc2cccc(OCc3cccnc3)c12,6.7
4301,4434,CCCCNc1nc(N)nc2cccc(C(=O)N[C@@H](C)c3ccccc3)c12,10.0
4302,4435,CCCCNc1nc(N)nc2cccc(OCc3ccccc3OC)c12,10.0
4303,4436,CCCCNc1nc(N)nc2cccc(C(=O)NC(C)C)c12,10.0
4304,4437,CCCCNc1nc(N)nc2cccc(C(=O)NC)c12,10.0
4305,4438,CCCCNc1nc(N)nc2cccc(OCc3ccc(CO)cc3OC)c12,10.0
4306,4439,CCCCNc1nc(N)nc2cccc(C(=O)NCc3ccccc3)c12,10.0
4307,4440,CCCCNc1nc(N)nc2cccc(C(=O)N(C)C(C)C)c12,
4308,4441,CCCCNc1nc(N)nc2cccc(C(=O)N[C@@H](C)c3ccccc3OC)c12,
4309,4442,CCCCNc1nc(N)nc2cccc(OCc3ccccn3)c12,10.0
4310,4443,CCCCNc1nc(N)nc2cccc(C(=O)N(C)Cc3ccccc3)c12,8.5
4311,4444,CN(C)C(=O)Cn1ccc2ncc(-c3ccc(Cl)s3)cc21,10.0
4312,4445,Cc1cc(-c2cnc3ccn(CC(=O)N(C)C)c3c2)ccc1F,10.0
4313,4446,Cc1cc(-c2cnc3ccn(CC(=O)N4CCC4)c3c2)ccc1F,10.0
4314,4447,CN(C)C(=O)Cn1ccc2ncc(-c3cccc(Cl)c3)cc21,10.0
4315,4448,CN(C)C(=O)Cn1ccc2ncc(-c3cccc(C(F)(F)F)n3)cc21,10.0
4316,4449,Cc1cccc(-c2cnc3ccn(CC(=O)N(C)C)c3c2)c1,10.0
4317,4450,Cc1csc(-c2cnc3ccn(CC(=O)N(C)C)c3c2)c1,10.0
4318,4451,CN(C)C(=O)Cn1ccc2ncc(-c3ccc(C(F)(F)F)s3)cc21,10.0
4319,4452,CN(C)C(=O)Cn1ccc2ncc(-c3ccc(F)c(C(F)F)c3)cc21,10.0
4320,4453,CN(C)C(=O)Cn1ccc2ncc(-c3cccc(C(F)(F)F)c3)cc21,10.0
4321,4454,Cc1ccc(-c2cnc3ccn(CC(=O)N(C)C)c3c2)s1,10.0
4322,4455,Cc1nnc(Cn2ccc3ncc(-c4ccc(F)c(C)c4)cc32)o1,10.0
4323,4456,CN(C)C(=O)Cn1ccc2ncc(-c3ccc(F)c(F)c3)cc21,10.0
4324,4457,CN(C)C(=O)Cn1ccc2ncc(-c3ccc(F)c(Cl)c3)cc21,10.0
4325,4458,O=C(C1CCS(=O)(=O)CC1)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,13.0
4326,4459,C[C@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,20.0
4327,4460,O=C(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12)C1CCS(=O)(=O)CC1,20.0
4328,4461,N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3cnc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,12.0
4329,4462,O=C(C1CCS(=O)(=O)CC1)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,20.0
4330,4463,CC(C)(O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,20.0
4331,4464,N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,19.0
4332,4465,C[C@@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,20.0
4333,4466,N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,10.0
4334,4467,C[C@@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,20.0
4335,4468,CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,11.0
4336,4469,N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ncc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,20.0
4337,4470,O=C(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12)C1CCS(=O)(=O)CC1,5.8
4338,4471,CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,9.1
4339,4472,Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4ccccc4OC(F)(F)F)n2CCO3)ccn1,50.0
4340,4473,Cc1cc(-c2ccc3c(c2)-c2nnc(Cc4cccc(Cl)c4)n2CCO3)ccn1,1.06
4341,4474,Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(Cl)c4F)n2CCO3)ccn1,8.39
4342,4475,Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(Cl)c4)n2CCO3)ccn1,11.8
4343,4476,Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(OC(F)(F)F)c4)n2CCO3)ccn1,50.0
4344,4477,CCc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(C(F)(F)F)c4)n2CCO3)ccn1,50.0
4345,4478,FC(F)(F)Oc1cccc(Nc2nnc3n2CCOc2ccc(-c4ccncc4)cc2-3)c1,1.6099999999999999
4346,4479,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCOc2ccc(-c3ccncc3)cc2C1,0.192
4347,4480,Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4ccccc4Cl)n2CCO3)ccn1,50.0
4348,4481,Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(Cl)c4)n2CCO3)ccn1,50.0
4349,4482,O=C(Nc1cccc(Cl)c1)N1CCOc2ccc(-c3ccncc3)cc2C1,0.325
4350,4483,Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(C(F)(F)F)c4)n2CCO3)ccn1,48.3
4351,4484,FC(F)(F)c1cccc(Nc2nnc3n2CCOc2ccc(-c4ccncc4)cc2-3)c1,0.516
4352,4485,Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(OC(F)(F)F)c4)n2CCO3)ccn1,50.0
4353,4486,Nc1cc(Cc2ccn(Cc3ccccc3)n2)c2nn[nH]c2n1,310.0
4354,4487,Nc1cc(Cc2ccn(Cc3ccc4ccccc4c3)n2)c2nn[nH]c2n1,40.0
4355,4488,Nc1cc(Cc2ccn(-c3ccccn3)n2)c2nn[nH]c2n1,210.0
4356,4489,Nc1cc(Cc2ccn(-c3cccc(-c4ccccc4)c3)n2)c2nn[nH]c2n1,7.1
4357,4490,Nc1cc(Cc2ccn(Cc3ccc4c(c3)CCNC4)n2)c2nn[nH]c2n1,7000.0
4358,4491,Nc1cc(Cc2ccn(Cc3cccc(C4CCNCC4)c3)n2)c2nn[nH]c2n1,3300.0
4359,4492,Nc1cc(Cc2ccn(-c3ccccc3)n2)c2nn[nH]c2n1,210.0
4360,4493,Nc1cc(Cc2ccn(Cc3cccc(Oc4cccc5c4CNC5)c3)n2)c2nn[nH]c2n1,140.0
4361,4494,Nc1cc(Cc2ccn(Cc3cccc(Oc4ccccc4)c3)n2)c2nn[nH]c2n1,11.0
4362,4495,Nc1cc(Cc2ccn(Cc3cccc(-c4ccccc4)c3)n2)c2nn[nH]c2n1,17.0
4363,4496,Nc1cc(Cc2ccn(-c3ccc(F)cc3)n2)c2nn[nH]c2n1,110.0
4364,4497,Nc1cc(Cc2ccn(Cc3ccc4cnccc4c3)n2)c2nn[nH]c2n1,210.0
4365,4498,Nc1cc(Cc2ccn(Cc3cccc(O[C@H]4CCNC4)c3)n2)c2nn[nH]c2n1,13000.0
4366,4499,Nc1cc(Cc2ccn(Cc3cccc(Cc4ccccc4)c3)n2)c2nn[nH]c2n1,37.0
4367,4500,Cc1nc2cnc3cc(F)c(-c4ccc(Oc5ncccn5)cc4Cl)cc3c2n1[C@H]1CCN(C(=O)CO)C[C@@H]1F,7.7
4368,4501,Cc1nc2cnc3cc(F)c(-c4ccc(Oc5ncccn5)cc4Cl)cc3c2n1C1CCN(CC#N)CC1,1.6
4369,4502,COCC(=O)N1CC[C@H](n2c(C)nc3cnc4cc(F)c(-c5ccc(Oc6ncccn6)cc5Cl)cc4c32)[C@@H](F)C1,5.0
4370,4503,Cc1nc2cnc3cc(F)c(-c4ccc(Oc5ncccn5)cc4Cl)cc3c2n1C1CCN(C(=O)CO)CC1,11.0
4371,4504,Cc1ccnc(Oc2ccc(-c3cc4c(cc3F)ncc3nc(C)n([C@H]5CCN(C(=O)CO)C[C@@H]5F)c34)c(Cl)c2)n1,2.0
4372,4505,CC(=O)N1CC[C@H](n2c(C)nc3cnc4cc(F)c(-c5ccc(Oc6ncccn6)cc5Cl)cc4c32)[C@@H](F)C1,
4373,4506,Cc1cc(Oc2ncccn2)ccc1-c1cc2c(cc1F)ncc1nc(C)n([C@H]3CCN(C(=O)CO)C[C@@H]3F)c12,20.0
4374,4507,Cc1nc2cnc3cc(F)c(-c4ccc(Oc5ncccn5)cc4Cl)cc3c2n1[C@H]1CC[C@@](N)(CC#N)CC1,1.2
4375,4508,O=C(CO)N1CC[C@H](n2cnc3cnc4cc(F)c(-c5ccc(Oc6ncccn6)cc5Cl)cc4c32)[C@@H](F)C1,20.0
4376,4509,Cc1nc2cnc3cc(F)c(-c4ccc(Oc5ncccn5)cc4Cl)cc3c2n1[C@H]1CC[C@](N)(CC#N)CC1,12.1
4377,4510,N#CC[C@]1(N)CC[C@@H](n2cnc3cnc4cc(F)c(-c5ccc(Oc6ncccn6)cc5Cl)cc4c32)CC1,5.7
4378,4511,CC1(n2cnc3cnc4cc(F)c(-c5ccc(Oc6ncccn6)cc5Cl)cc4c32)CCN(CC#N)CC1,1.5
4379,4512,CC1(n2cnc3cnc4cc(F)c(-c5ccc(Oc6ncccn6)cc5Cl)cc4c32)CCC(CC#N)CC1,0.5
4380,4513,N#CCc1ccc(-n2cnc3cnc4cc(F)c(-c5ccc(Oc6ccccn6)cc5Cl)cc4c32)cc1,0.5
4381,4514,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccccc34)sc21,16.0
4382,4515,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,
4383,4516,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,
4384,4517,CNc1nc2ccccc2n1Cc1sc2c(c1C(=O)N1CCC1)c(=O)n(C)c(=O)n2CC(C)C,1.0
4385,4518,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@@H](O)[C@@H](O)C3)c(Cc3ccnc4ccccc34)sc21,
4386,4519,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Oc3cccc4ccccc34)sc21,7.2
4387,4520,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C,44.0
4388,4521,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,46.0
4389,4522,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21,8.3
4390,4523,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3c[nH]c4ncccc34)sc21,15.0
4391,4524,CNc1nc2ccccc2n1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,22.0
4392,4525,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21,50.0
4393,4526,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,100.0
4394,4527,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccccc2c1=O,2.0
4395,4528,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2cccc(F)c2c1=O,0.5
4396,4529,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(F)cc2c1=O,2.5
4397,4530,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(Cl)cc2c1=O,0.25
4398,4531,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2cc(Cl)ccc2c1=O,0.25
4399,4532,N#Cc1ccccc1Cn1c(N2CCCC(N)C2)nc2c(Cl)cccc2c1=O,0.13
4400,4533,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Cl)cc(Cl)cc2c1=O,0.08
4401,4534,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(Br)cc2c1=O,0.25
4402,4535,COc1ccc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c2c1,0.2
4403,4536,COc1cc2c(=O)n(Cc3ccccc3C#N)c(N3CCC[C@@H](N)C3)nc2cc1F,0.25
4404,4537,COc1cc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c2cc1OC,0.5
4405,4538,COc1cccc2c(=O)n(Cc3ccccc3C#N)c(N3CCCC(N)C3)nc12,0.63
4406,4539,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2cc(N3CCOCC3)c(F)cc2c1=O,0.79
